id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,C,Z1,Z2,Z3,units
11,1.182370856,2.971662085,3.524541699,5.156022837,5.709013823,6.427069027,7.187640314,7.748745163,7.759708559,8.169997838,9.620972038,9.922964879,10.31585797,11.57557518,11.79282088,12.49533392,12.85353361,13.53352853,16.11504294,17.12655016,17.20063601,20.51378306,20.64791689,20.70874514,20.8615825,21.67243176,22.26016133,23.60750044,24.13206102,25.26877219,26.45515645,26.58419067,27.14842914,27.51114959,28.93253241,30.64077771,32.44776867,32.62259729,33.69756198,34.14717257,2.601419448,0,0.866241433,-0.940459881,1
12,0.028014698,0.100378533,0.604178854,0.644410937,1.207287928,1.779728889,2.032630831,2.192738064,2.246681238,2.278324144,2.318222665,2.439568177,3.578347778,3.66495603,4.439980533,4.542969202,4.60015592,5.543944918,6.591033534,6.937196827,7.413728438,9.124192895,9.559103303,9.718869223,9.858430238,9.958943388,10.17606026,10.36925375,10.37459691,10.72759379,10.9258233,11.06817349,11.24286552,11.34329939,12.10414471,12.27652003,12.69051928,13.1049471,13.36379109,13.7496775,3.822802275,1,0.93738872,-0.597138153,1
13,0.588968227,0.675438788,1.422906087,1.735647656,1.784332039,2.371801377,2.464863249,2.58036552,2.617807119,2.846030709,3.032837821,3.14469657,3.584721702,3.871535528,4.113908802,4.420920507,4.465530871,4.48413399,4.607396837,5.030607083,5.118345115,5.165730393,5.458794273,5.947651532,6.160161101,6.174643386,6.188678315,6.220071675,6.252116441,6.2955318,6.394686039,7.049499478,7.150612868,7.304552972,7.331709918,7.763000371,7.950812901,8.328522006,8.374110251,8.410281012,1.124418052,1,0.480320561,0.57752132,1
14,1.540748789,1.571286165,2.121183275,2.218266086,3.689286829,3.7317213,4.145520994,4.408106882,5.374026653,5.713707636,5.959559685,7.178078733,7.844986793,8.348740864,9.149594038,9.679810672,10.90269917,11.17955232,11.61465895,11.7222083,11.78686302,12.33508265,12.85135518,13.7112104,14.36902281,14.3995828,14.80628538,15.05219237,15.05562595,15.13989488,15.20328667,15.29546813,17.03458944,17.36314265,17.40206192,17.44308668,17.57675341,17.84719738,18.40990607,18.70950324,2.944712147,0,0.20553223,0.35879761,1
15,0.147893598,0.527536337,1.089131869,1.091143917,1.586261612,1.768197988,1.775720182,2.115679841,2.308031936,2.47935428,2.633761937,3.801950789,4.607707872,4.60947204,4.844879418,5.295058655,5.859950935,5.942072554,6.027571574,6.395212388,7.474992359,8.147450943,8.243386092,8.540187927,9.05870869,9.20650008,9.276396768,9.374825149,10.47683926,10.54823251,10.84794595,11.43237996,11.60849612,11.87624106,11.89006104,11.94354162,12.55922686,13.13327792,13.22793988,15.18664747,1.264631753,1,0.055660877,-0.108865043,1
16,1.012049327,1.891111012,2.336308349,2.805223569,2.874937637,4.067185649,4.213961486,4.441009413,4.450635665,4.872653774,4.988952764,5.750095427,5.966353996,7.21039932,7.95767868,8.249976706,9.519666891,9.649622336,9.66710232,9.876853232,10.02458049,10.17776782,11.44436755,11.75652363,14.71970172,15.80190546,15.9009856,16.97622691,17.08874987,17.20348615,17.59400153,17.74685412,17.78861199,18.24127189,18.57042023,18.95312331,19.01385285,19.42137098,20.41337127,21.33101949,2.425357306,0,0.98203407,-0.390535669,1
17,0.922596566,2.329762487,2.44545179,2.911880276,3.982193323,3.999310528,4.788252081,5.792266621,5.918346025,6.49427216,8.417889739,9.100145336,10.36899796,10.95038024,11.54734903,12.09516852,12.27509173,12.78789832,13.78541838,14.51064936,14.74863304,14.97628487,15.69701091,16.17563272,16.81569796,19.7346925,20.82806176,21.00220621,21.31766272,21.7008503,23.77820789,24.12457008,24.4792779,25.63587121,26.08909934,27.88625054,28.05228382,28.63204272,29.26527543,30.07323201,1.234148306,0,0.359962601,-0.302774413,1
18,0.064446932,1.234728527,1.60937462,2.043300951,2.109991706,2.171350681,4.196737578,4.24637095,4.832596912,5.271441139,5.943075974,7.20719864,8.694021457,8.797105298,10.95175058,11.30748149,11.42852731,11.65137447,11.77364991,12.04605953,13.05669599,13.50135457,13.57417265,13.7245962,14.88743356,15.42324972,15.43479744,15.63513357,15.79935203,16.36654481,16.59037497,17.55853107,18.59422531,19.52356054,20.75947553,21.36171415,21.8405663,22.2307609,22.29920888,22.83004121,3.227422805,1,0.08647918,-0.170400744,1
19,0.781739608,1.164886982,1.372688314,1.85565684,1.88125564,1.965802643,2.32775481,3.083353722,3.225105402,3.420918297,3.461590362,3.962663029,6.806993468,7.428314807,9.944592292,10.7986785,11.25352641,14.05241721,14.27901148,15.04066649,15.95642543,17.37551381,18.27954603,18.8056483,18.82554401,20.48360905,21.17885188,21.46933355,22.06472569,22.70650295,23.83736041,24.54605388,24.83980983,26.0719818,26.26064566,27.28841638,27.6603358,28.88084539,29.93885111,31.35985701,3.590514356,1,0.055456322,-0.739028191,1
20,0.461490005,0.848283702,1.239405243,1.269574837,1.275384624,1.33932178,1.745193712,1.805734284,3.066714711,3.743866555,3.849588724,4.657561437,5.590419235,6.114133531,6.274005969,6.526426041,6.549654509,6.990856541,7.647890456,7.753013495,7.886109737,8.261483654,8.335584464,8.394384787,8.431872409,8.480974375,9.125048966,9.391958665,9.46012515,10.65049619,10.69680897,10.93277281,11.7066209,12.19118516,12.20240459,12.22153671,12.28550459,12.32169246,12.97462132,13.41288716,1.352040054,0,0.889812468,0.605973675,1
21,0.130549427,0.352538136,0.523690694,0.716087953,0.811017251,0.963315711,1.548332263,1.970650449,2.017096881,2.183801008,3.022926082,3.053415368,3.107120428,3.20652673,3.301143411,3.38276989,3.413975211,3.901066024,4.159904259,4.21999233,4.253322836,4.9507943,5.035388128,5.425281595,5.453786768,5.9198138,6.125122993,6.464147349,6.84298561,7.216794657,8.402634408,8.601280626,8.788282505,8.819145226,9.289317046,9.348023697,9.851937727,10.07218204,10.44220265,10.72817263,3.68796869,1,0.681333873,0.396426845,1
22,0.241766696,0.612255597,0.712568447,0.823711953,1.152470893,1.185892909,1.295163426,1.527206085,2.119769603,2.872952138,3.019966826,3.900674287,4.917117575,5.489480276,5.914221825,6.03954,6.142374305,6.203584663,6.319239832,7.4658236,8.924537289,9.164768142,9.231836651,9.939409786,10.19460622,10.30739137,10.74168112,12.10106851,12.34651687,12.35132687,12.40186195,13.09060382,13.36608416,13.3716277,13.68324345,14.03062772,14.09037129,14.15659344,14.79365764,15.82644788,2.161539736,0,0.416238713,0.712129591,1
23,0.544126474,2.815591824,2.943876623,4.752185548,5.880197874,7.930908148,10.03743046,10.19032144,11.4732502,12.76793234,13.06969868,13.23459555,15.16008922,15.25343826,16.56902023,16.68096762,17.02320159,17.77901474,18.50018202,18.67824555,19.67345447,20.67229931,21.98495113,22.60072595,22.87007864,23.30478726,28.955119,30.2093615,30.52187802,30.91991885,31.24063895,32.40544991,33.09123026,34.72100557,35.18259374,35.79638878,36.42691197,36.64728243,37.09415787,38.58774544,3.761924712,0,0.587179077,-0.784723651,1
24,0.23914552,0.475348098,1.696360113,2.3872971,2.391153547,2.914640541,3.007972121,3.323704134,3.337739182,3.38197978,4.442821379,5.617978251,6.629608865,7.182307457,7.575589646,8.667258755,9.59994376,9.722712721,9.827706148,11.31316964,11.54314146,11.57981983,11.60380014,12.53493814,13.44402837,13.93733656,14.6948633,15.10657676,16.10649687,16.19128783,16.81946551,17.15312164,17.33046384,17.36371214,17.43229225,17.63015763,17.63723795,17.7757143,17.92844029,20.02843906,1.406526778,1,0.250816516,-0.081466905,1
25,0.274106764,0.315069281,0.518914113,0.622082398,0.749168493,0.977558854,1.232770418,2.482274923,2.709554189,2.807693554,2.834957684,3.160330115,3.825834359,3.920168064,4.112118409,4.529776715,4.635511536,4.972100687,5.083313417,5.320407978,5.449257285,5.569054997,5.841243272,5.914105129,5.930213429,6.026659667,6.256045196,6.64960858,7.181499198,7.41869331,7.567011364,7.637688025,7.681659239,7.682101737,7.692186409,8.062920092,8.484792814,8.868493589,8.91327785,9.172596299,1.460492001,1,0.686324137,1.109404693,1
26,0.027740432,0.798959359,0.93151114,1.159082605,1.198326041,1.217281577,1.282036544,1.316186141,1.498498446,1.757436683,1.800501687,1.962279878,2.160253372,2.54948151,2.554365793,2.607946197,2.611458511,2.983883168,3.20150949,3.700890047,3.702672825,4.055231713,4.318737193,4.459908161,4.491613783,4.571051835,4.680526068,4.757237018,4.973109506,5.422380851,5.700458119,5.888510985,6.057263849,6.125003127,6.156576666,6.391117522,6.556770154,6.69038218,6.740627323,6.87220388,2.656713119,1,0.161947832,2.421041551,1
27,0.356334257,0.361476734,0.769026135,1.138765664,2.872863912,3.087345012,3.09894588,3.192236209,3.47085603,4.63699472,4.916990343,4.988997898,5.444791863,5.505343447,6.509129068,7.210116726,7.709532628,7.925024033,8.138739168,8.306585258,8.649428277,8.678552508,8.95428965,9.746490132,10.36176598,10.39428605,10.70604366,10.72561913,10.76393068,10.77351954,10.87484351,10.96550481,11.04470503,11.2539167,11.77060854,12.58676898,12.7231868,12.77125035,13.26650012,14.26212547,1.571079826,0,0.306762282,1.144618056,1
28,0.523815658,5.169590496,5.656945465,9.247518071,9.878784433,10.46794345,10.95357802,11.86962715,12.97662237,14.83599831,15.08339314,16.55874748,17.79282731,18.25200747,18.3969947,19.14329125,19.21608686,21.74942877,22.88496805,24.40740539,27.1773394,27.34620144,27.42139923,27.46061579,27.69716409,27.99876829,28.15234942,28.74614144,29.55960572,29.74439908,30.24296904,30.55670332,30.98622765,35.69096837,37.07199451,37.5273771,37.92657472,39.2016365,41.48702648,44.49078375,3.205438978,0,0.805337232,-1.170028012,1
29,0.153028202,0.242398138,0.888361529,0.930907195,0.947727506,1.16163365,2.354122172,3.260373905,4.619054823,4.76105942,5.189298829,5.218005617,5.325229594,5.431449677,5.475065048,5.702063017,6.022394584,6.074609773,6.486804522,6.724239588,7.223651622,7.697230585,8.10015139,8.123656615,8.365755068,8.744335134,8.919587256,9.397927321,9.541406864,9.659268093,9.778082062,10.02918504,10.3243121,10.56906195,10.89790949,11.98647856,11.99185413,12.06823803,12.6087202,13.25874102,3.410196643,1,0.410017274,0.073593476,1
30,0.275146731,1.39481407,2.250422249,3.239671019,4.016578618,5.312814029,6.545302318,6.64573267,6.886079848,7.095182875,7.457830764,9.098405208,10.34616275,11.31366716,13.29806269,13.42612427,14.9304531,15.4756495,15.49962767,17.64472652,18.3468701,18.96613576,19.60027342,19.87553248,20.19238698,20.25636836,20.37323972,22.19725057,22.30515658,22.73099583,22.84551641,25.41720148,25.92591785,25.97207027,26.92717614,28.27140874,29.23893985,29.37256076,29.91888288,30.20055334,3.380830745,0,0.608682131,-0.577385683,1
31,1.019414048,1.576163556,1.615932273,2.229784863,3.10341327,3.16729913,3.531215682,3.672999045,3.786031927,3.831830784,4.021082927,4.111583261,4.214638624,4.214859989,4.357593595,4.514114951,5.27405266,5.85874293,6.092208874,7.231026647,8.091117533,8.498281311,8.716182444,8.980139154,10.02365454,10.08412352,10.74298928,10.8172742,11.55514645,11.85467282,12.30437286,12.58695664,12.96811978,13.16749702,14.11132518,14.32979789,15.18267451,15.25913313,16.05272154,16.82305509,3.742525734,0,0.520477203,0.616677578,1
32,0.215361132,2.019898321,3.961841899,4.145981461,4.344575445,4.532543819,5.557909861,5.791205656,7.629808938,8.633684011,9.936104303,10.09363728,10.6619049,11.5333481,12.66648417,13.84721239,13.90447218,13.9337496,14.33746353,14.45271455,14.73073462,15.52631783,15.80559235,16.60067023,16.7303045,18.92998297,19.5976913,19.62310231,20.63704474,21.92072143,21.93347645,22.84372264,23.94371865,25.64342048,26.77201464,28.97475872,32.48493594,32.9665492,33.08251705,33.53620452,1.335513021,0,0.359603036,-0.444134119,1
33,0.048552132,0.447486848,1.223966133,1.759393999,1.803091511,1.816388508,1.875235483,1.9906517,2.190289833,3.518686573,4.399601044,4.507613934,4.855906727,5.290615611,5.380258846,5.534925053,5.77207692,6.392720156,6.51009446,7.203979099,7.498510179,8.342981971,8.483589718,8.693437407,9.032719302,10.02817291,10.95218583,11.09880618,11.19403738,11.95725929,12.27841571,12.83469972,12.88156362,13.33460463,13.5082112,13.74223919,13.84461928,14.09485534,14.64349051,14.96612611,3.609738472,1,0.571002937,-0.443134861,1
34,0.470402261,1.114442636,1.287990137,1.425134808,2.062105001,2.262280442,3.903645902,4.284315859,4.57843254,4.658234812,4.906055903,5.240552003,5.421805482,5.536310076,6.006692541,7.204189007,8.225878419,8.928442769,9.655635262,10.06017249,10.35439513,10.77907733,10.95967686,11.39710047,11.43887907,11.60812516,11.82322973,12.03560495,13.40094115,13.54114956,13.70479448,13.92739809,14.20726464,16.31475397,16.47195999,16.93331632,17.0927569,17.43811551,17.56551197,17.58759996,1.853984507,1,0.565612915,-0.473123974,1
35,0.516083256,0.64963206,1.603337813,1.6300005,1.754357392,1.97885036,2.071577665,2.24885038,2.658565433,3.724415806,3.912396603,4.431265665,5.083565977,5.675119128,5.694827375,5.874090227,6.030195779,6.306156833,6.409960714,7.402288285,7.638229904,7.871747603,7.889919534,9.126454305,11.76298436,11.98132583,12.03935023,12.80843376,14.21873971,14.86173284,14.98125856,15.53499538,15.76872822,15.86909611,16.74220886,17.0358248,17.21776535,18.38570649,18.64614796,19.28747226,2.093110261,1,0.227313428,-1.369552389,1
36,0.467493903,0.808436739,0.881604743,1.006494049,1.774112852,2.401548231,2.540022926,2.544614735,2.620295325,3.205784312,3.378333322,4.050766052,4.254928938,4.674472528,4.946712754,5.510059349,5.666097846,5.778900265,5.780538184,5.813510231,6.008016085,6.037032138,6.143745426,6.270119291,6.368265398,7.131238363,7.213140622,7.670450079,7.848427271,8.104841771,8.22131897,8.822470949,8.900227143,8.984824588,9.035905182,9.171993053,9.221744763,9.236496973,9.334313204,9.505284945,1.586431397,1,0.703718549,0.671536065,1
37,0.932263764,3.269322135,4.066772827,4.682980462,5.004967096,5.774466613,5.95660487,5.976353923,6.911501757,8.560516112,8.944007512,9.501023688,10.17861659,10.4425459,11.49399578,12.40721287,12.44630784,12.45598177,13.54297329,13.67652766,14.29912056,15.71033346,17.29578716,18.95447348,19.38155173,19.79507327,20.2254833,20.24240187,20.2814947,21.00914413,22.03078602,22.1709632,22.94286647,23.28215844,23.32784649,24.36225328,26.18709394,26.93906218,26.96571612,27.6657772,1.919850303,0,0.818336337,-0.438253986,1
38,0.975767649,1.016454413,1.363687046,1.606287855,1.806634719,2.721200603,5.293210368,5.920183567,6.365724157,6.434410067,9.533150234,11.50179977,11.63416821,12.8663518,14.49913906,14.70597791,16.58080813,17.53036372,17.78321199,19.05465425,19.2142441,21.93265225,23.59927938,23.60880461,23.71107468,24.12987531,25.22783872,27.55721481,28.68107867,30.56567246,30.61613138,30.68039225,32.42869153,33.09640112,33.31252006,34.82772355,37.22289217,37.38172361,37.53667167,38.11343143,2.97658211,1,0.339587781,-2.191674346,1
39,0.499579573,0.851353308,1.591033135,2.146071174,2.3001083,3.205527555,3.477631202,3.705886888,3.847410773,4.0435043,4.209423325,4.681217274,4.954459833,4.997805819,5.209666566,5.223831474,5.766860015,7.33326519,7.914375091,7.928522446,8.219290366,8.48745499,9.676440066,9.798677754,9.927755203,10.27207567,11.06951338,11.59923328,11.6846492,11.97651575,12.02296835,12.21106895,12.26746335,13.11440231,14.9650359,15.16072701,15.29084073,15.9204255,16.04001908,16.19063328,3.379302377,1,0.171461137,-0.267895203,1
40,1.535329077,1.536177572,1.898764559,1.934615129,1.950619062,1.952096028,2.081012438,2.450008621,3.099911504,3.125806554,3.127536326,3.174951312,3.252701317,3.346016503,3.393734551,3.636286013,4.447984864,4.760619504,5.228336551,5.490909372,6.100869512,6.120404588,6.694175255,6.949207281,7.056835984,7.347330445,7.855414639,8.257434865,8.811948685,9.207609786,9.710257081,9.750672298,9.973811482,10.75413116,10.84580311,10.92356901,11.05314815,11.72643399,11.83584145,11.98583798,1.708410657,0,0.78343751,1.020056393,1
41,0.254283985,0.936461048,1.009245199,1.312369744,1.438655421,1.483329391,1.664341196,2.329462553,2.346268805,2.649014337,2.764727843,3.225636953,3.401235114,3.46004985,3.570429109,3.631304694,3.649508569,3.725323241,4.020961653,4.063743618,4.251143464,4.50764782,4.640368349,4.864386292,4.904872892,5.040379522,5.237726852,5.305025328,5.30736428,5.356913734,5.451111024,5.878630025,5.990405385,6.362496207,6.920102375,7.028199496,7.176909691,7.363325417,7.73341978,8.015973487,3.996423511,1,0.361611332,0.912091143,1
42,0.648387775,1.26773347,2.945948542,3.623623783,9.186390777,9.892089196,9.998394555,11.1825777,11.2046556,11.79987322,12.01536796,12.54064255,13.67850248,13.71481807,13.72332796,14.67143552,15.32580648,16.65002162,16.81550476,17.47384801,18.09942737,20.53788241,20.69902366,21.26927708,21.98502235,22.22316387,23.49977582,24.89432861,25.34342297,32.14785862,32.70068332,33.65856599,33.76572436,34.46503987,35.41813023,35.93281512,36.36989203,36.86662564,37.47772866,38.50988445,1.076286869,0,0.627511441,-1.091711489,1
43,0.621710104,0.869315764,0.91022538,1.370803512,1.541279366,1.840799532,1.847112138,2.151565441,2.184377836,2.913204224,3.007676025,3.146367094,3.195656724,3.261054546,3.31056007,3.329069417,3.378464152,3.50080397,3.667911348,3.691799299,3.948972815,4.385281564,4.660818198,5.431104543,5.497410934,5.555810921,5.851128873,5.884253445,5.908423577,5.924229401,5.968688036,6.00497421,6.300236649,6.318426466,6.440912683,6.677788244,6.684831965,6.735287945,7.220121504,7.334272746,2.591307848,0,0.788101206,1.316384774,1
44,0.36700655,0.424833014,1.039488915,1.059838632,1.312928502,1.34819887,2.416414513,3.245175554,3.95623219,4.242617083,5.041360442,5.165689235,5.202955382,5.398112637,5.864036747,6.115391942,6.168329283,6.446572173,6.971543547,7.106216251,7.14078611,7.388607744,7.5839691,8.280861521,8.395883419,8.551381085,8.633615462,9.05652693,9.380212678,10.09127565,11.36451165,11.45101762,11.6197941,12.28843146,12.33173141,12.54144288,13.05574147,13.28237396,15.16782768,15.67394237,3.442190601,0,0.919935518,0.230761456,1
45,0.015265786,0.168076095,0.603031915,0.758182561,1.571657194,1.638367579,1.774243587,1.821015961,1.885511876,1.886035322,1.89503794,2.344398431,2.472013157,3.014549117,3.024254594,3.188505911,3.294188972,3.48385764,3.495581077,3.65615427,4.294278992,4.396803196,4.514992962,4.909017085,5.4021937,5.800417921,5.958398661,5.971411165,6.188604229,6.605339207,7.014686337,7.017200628,7.058950991,7.097399459,7.347458076,7.549181714,7.752962243,8.45270259,8.494646269,8.810705077,2.924310528,0,0.790336238,1.259277337,1
46,0.446151487,0.485637991,0.747688116,1.609246505,1.699170612,1.723208782,1.76128679,2.045059497,2.160723738,2.358145436,2.42531966,2.42775853,2.959045747,3.151705452,3.273091917,3.517934915,3.738383625,3.819191058,4.026629425,4.350927065,5.38751674,5.708068523,5.809113184,6.10162252,6.183802606,6.198337844,6.304995933,6.393473464,7.009382116,7.240502931,7.48290058,7.818484017,8.076053746,8.077967058,8.314894029,9.051383507,9.436701233,9.854124324,10.09769552,10.28105577,3.707057151,1,0.495163217,0.826819506,1
47,0.015966061,0.019008995,0.056222184,0.135333844,0.512465379,0.960514956,1.244084997,1.329763114,1.334136469,1.554534009,1.572232285,1.99141044,2.261038206,2.571675596,2.742796976,2.748207172,2.861228169,2.982833547,3.12716422,3.246651065,3.66403713,3.719637948,4.006143623,4.606785472,4.639825994,4.735811867,4.774603857,4.926099375,5.574585807,5.605194764,5.71442003,6.394527391,6.467522516,6.657205749,6.753645268,6.985742623,7.177998267,7.196005099,7.222139658,7.326306455,2.481734658,1,0.951165375,0.144456633,1
48,0.227845757,1.028756245,1.072657276,1.09047523,1.954689601,3.142735955,4.23779369,5.632254816,6.978715397,8.098876107,8.340153789,8.965675419,9.276610143,9.442139188,10.31060572,10.35544822,11.09780029,11.12544558,12.81455371,13.09331685,13.77873255,13.91417653,15.82911468,17.22731313,17.37739588,19.52021864,21.92592322,22.19174671,22.63584747,24.81478981,26.22607613,26.4257235,26.93621873,27.26689799,27.34993159,27.5617433,28.55130912,28.60329632,29.19954604,29.67644432,3.871094821,0,0.053102871,0.324898893,1
49,0.049733881,0.360934806,0.484426577,0.519659493,0.86432869,0.986092106,1.081863716,1.284767045,1.422764845,1.507125395,1.605018805,1.67560391,1.882892324,2.248346353,2.951749999,2.982038593,3.296130586,3.812814737,3.832885269,4.19614266,4.31802641,4.38749383,4.518555272,5.062004162,5.447340092,5.501931105,5.56758902,5.640986152,6.322785148,6.477508878,6.483916456,6.938796769,7.143595754,7.189314166,7.652212701,7.880662054,8.075866727,8.244632385,8.546197975,8.67586903,3.009517006,1,0.578654174,1.04555693,1
50,0.551925183,1.043645803,1.449413252,2.313406999,2.351394653,3.75013793,4.692952736,4.985957291,5.635556392,5.683039001,6.946346473,7.011182329,8.099554215,8.453326952,9.018444993,9.171135849,10.21858502,10.68952725,11.24891472,11.38431195,12.74218863,13.14639549,14.56210603,14.94357504,14.9833808,15.27930375,16.39242098,16.62627156,18.80187612,18.89781209,19.57641052,19.73548359,19.75579355,22.71730813,23.1013619,24.19322767,24.5255821,25.14723389,25.39861808,27.58653399,1.993910705,0,0.065646245,-0.021520688,1
51,0.064234853,0.099858479,0.484624334,0.503238117,0.804987876,0.918890838,0.946227109,1.39125435,1.433574033,1.474523826,1.873438977,2.113870225,2.301296079,2.650832832,2.719136102,2.827020154,3.028265652,3.275246385,3.692068617,3.766424898,3.987142045,4.592636139,5.194503604,5.205448854,5.509786659,6.040497548,6.074924011,6.804693879,8.064157723,8.184000465,8.490308155,8.729859205,8.881508632,8.943762636,9.093632113,9.867416352,10.19617025,10.30740223,10.54928458,11.28118799,1.660035585,0,0.865783809,0.834737577,1
