id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,C,Z1,Z2,Z3,Long,Lat
12,0.01294887,0.421627564,0.553091329,1.135518265,2.173466287,2.281041714,3.430287234,3.43193605,3.47082628,3.86945983,4.157602046,4.22472694,4.304222792,4.342573465,4.710163372,4.945852841,5.515146983,5.807804182,6.035822898,6.083830344,6.430088286,6.605433899,6.749787936,7.280844109,7.545221684,7.9489564,7.964372318,8.326011885,8.532698643,9.033446389,9.269891366,9.283655561,9.937511404,10.42980871,10.56755258,10.73281515,11.39360759,11.98471201,12.0079245,12.40925393,3.276097547,0,0.911336605,-0.383788868,81.61666667,34.66666667
13,0.246768436,0.418555649,0.579030621,0.968739807,1.052953714,1.254500994,1.451227463,1.456032953,1.883578433,2.670630746,2.787172827,2.805226941,3.311812782,3.368654016,3.455946014,3.911634668,3.913182878,4.359492385,4.548039408,4.797755619,4.931963537,4.946853141,5.011144298,5.345602559,5.634297308,5.723764489,6.031611194,6.259092409,6.407331517,6.537190804,6.641409987,6.675520595,6.988397171,7.378755975,7.386644387,8.020897215,8.2983472,8.381151645,8.448889833,8.961135964,1.607262362,1,0.445647144,-1.174963998,81.61666667,34.66666667
14,0.173955086,0.918705688,1.181798371,1.528254188,1.930863927,3.217555012,3.856120268,4.088702153,4.346852467,4.606334445,4.664121747,4.867094207,5.036545876,6.73285511,7.315871199,7.360985818,7.630412341,7.950050726,8.143137301,8.145112388,8.255805588,8.433116871,8.458718236,8.986922464,9.975951273,9.992904611,9.997046791,10.0982418,10.12659583,10.29743984,10.78921431,10.89404893,11.50806027,11.59136566,12.09412551,13.27017306,13.28523482,13.41327865,15.1592534,15.56299318,3.124211049,0,0.293312371,-0.512474752,81.61666667,34.66666667
15,0.072301189,0.314582469,0.740936369,0.942682062,1.209116707,1.300691505,1.476855856,1.769501399,1.891063033,1.977768453,2.344717553,2.47579808,2.490486657,2.828329414,3.090702502,3.340027796,3.524432624,3.943185074,4.121948634,4.132696815,4.431139337,4.652527305,4.693477466,4.742995677,4.805007816,4.874874067,4.940624695,4.94964653,5.575048509,5.667077526,5.800000353,5.831556601,5.924265346,5.927529701,5.980461494,6.082829142,6.396032709,7.098319325,7.140980339,7.149238657,1.527130704,1,0.946314091,0.674281881,81.61666667,34.66666667
16,0.047442302,0.114282376,0.180931016,0.211996348,0.263097777,0.449797979,0.507916541,0.693616024,0.706713098,0.870094064,0.934667725,1.155793168,1.190177423,1.46627182,1.544280956,1.789401713,2.052712871,2.216601324,2.303821286,2.329761892,2.521247514,2.625609848,2.654923196,2.854365972,3.117946824,3.151746666,3.264922531,3.517526925,3.570843549,3.571081085,3.614381621,3.972595114,4.172529017,4.508115575,4.624150602,4.670408992,4.992089435,5.942780464,6.216086597,6.642609771,1.026245991,0,0.929979079,1.220419419,81.61666667,34.66666667
17,0.135807558,0.153586576,0.327184739,0.386969346,0.489099206,0.606689637,0.62828996,0.630652464,0.756652205,0.826065498,1.194391446,1.30694288,1.374869746,1.587554345,1.623899331,1.714001318,2.000032853,2.15484461,2.373067711,2.495181309,2.550800864,3.246580877,3.626347847,3.949570304,4.171407097,4.337467044,4.429329518,5.096699098,5.125202422,5.356656036,5.388258658,5.613135785,5.927332087,6.080975902,7.123220115,7.13935693,7.31062994,7.852852934,8.031034898,8.034030565,3.081232824,1,0.472359811,0.82429904,81.61666667,34.66666667
18,0.583408447,1.544307296,1.577477073,2.102835557,2.346748732,3.024467451,3.623046475,3.689962217,3.808818703,5.009133222,5.505196307,5.519476934,5.636001209,5.848822305,6.196292697,6.762470225,6.792785604,7.029540067,7.392054121,8.981854647,9.498200778,9.704051542,9.82814898,10.41807986,10.59428869,11.18666384,11.80873598,11.89965328,12.76112721,12.8594219,12.87037467,12.89035987,13.37831394,14.99708933,15.46618521,16.01020442,16.40057669,16.49692099,16.70601204,16.84787031,1.864274652,0,0.62296713,-1.199740517,81.61666667,34.66666667
19,0.633349791,1.685496728,2.738293348,3.292876847,3.768771822,3.794831702,4.826458533,5.107387505,5.24452144,5.323076747,5.476514442,6.221276253,6.50893256,6.708076299,7.434076448,7.474877204,8.688592845,8.857020213,9.223431754,9.449685791,12.31859068,12.38321246,13.42470445,13.47166968,14.30923823,14.6066771,15.16104199,15.47634854,15.50825285,16.89814966,17.43580972,17.81582398,18.67319046,19.13626984,19.30116337,19.77786024,19.8514535,19.87500378,20.15186305,20.69987238,2.186722008,0,0.109566238,-1.294776422,81.61666667,34.66666667
20,0.163165608,0.199724337,0.309101644,0.348074955,0.586074484,0.651283905,1.113682033,1.214819861,1.285209712,1.340068913,1.450477206,1.456195244,1.508646195,1.51239099,1.643487027,1.75352061,1.825779082,2.195762366,2.264952958,2.976423545,3.21538655,3.426899869,3.570108958,3.788018608,3.844538093,4.203893665,4.328758452,4.341521353,4.598105921,4.606100122,4.674472778,4.735590166,4.806059242,4.84117062,5.006325636,5.297375867,5.468428581,5.566848613,5.696417968,5.738935642,3.894375407,0,0.957574609,1.702713073,81.61666667,34.66666667
21,0.597468486,1.657862734,1.910546195,2.302714473,2.568255375,3.217503684,3.462129581,3.480730223,3.586637172,3.742901816,5.691305821,6.291523046,6.375131636,6.452696035,6.792866947,6.811077373,7.565726373,8.345198045,8.940106195,9.265052361,9.39261485,9.885227579,10.29822357,10.50217303,10.5910609,10.84640816,11.40752934,11.42669909,12.01609053,13.02335361,13.26778312,13.36209973,13.73696082,14.20533594,14.35924809,14.82535868,15.00415559,15.11485674,15.44782214,15.58902284,1.146056565,0,0.374677922,-0.524155067,81.61666667,34.66666667
22,0.4854804,0.662280264,0.70761914,0.720852207,1.158198332,1.244456998,2.499287684,2.707035693,2.734572605,3.075392174,3.887414202,4.868279807,5.150390818,5.193392457,5.43707976,5.749277072,5.902446659,5.964883342,6.053393046,6.215886819,6.392696258,6.648766304,6.795689103,7.278815608,7.310931626,7.323003102,7.506595168,7.861760337,8.257360354,8.904563309,9.172529001,9.666314225,9.679153081,9.787175865,9.999342684,10.0144014,10.03864591,10.1084738,10.28384849,10.44863962,3.19310818,1,0.334614621,-0.612909735,81.61666667,34.66666667
23,0.074191611,0.236775355,0.31729709,0.356250092,0.399578972,0.616360193,0.634620976,0.742853576,0.918631943,0.936407274,0.994385621,1.12103865,1.222823379,1.642619589,1.856159977,2.360823883,2.440973404,2.627024465,2.802134864,3.286377578,3.513683861,3.866743049,3.908796577,3.990487441,4.321555395,4.431026286,4.661073769,4.80299254,4.931415767,5.144561543,5.26857436,5.535175703,5.877959223,6.037874568,6.146524173,6.210265618,6.931021464,6.945147329,7.081220653,7.191379931,3.23949249,1,0.216623616,0.653011572,81.61666667,34.66666667
24,0.338166368,1.263062505,1.284415664,1.31162793,2.545807576,2.612344899,2.804805466,3.922675296,4.052106437,4.060491538,4.118661507,4.499824278,5.063676474,6.067387709,6.734175597,8.348357162,9.648889661,9.6648263,9.775869664,10.31323863,10.40387761,10.94012288,10.97371976,11.70611805,11.83071341,12.36094014,12.7403472,13.41255296,13.70998398,14.22693475,15.36156396,15.56121165,15.59061963,16.19173186,16.20443684,16.25674742,16.41218425,16.420974,16.69426266,16.70712824,1.213811177,1,0.298385972,-1.348401242,81.61666667,34.66666667
25,0.689324896,0.829264132,0.933906292,1.037839575,1.196082054,1.274002656,1.291604809,1.95115456,2.020675866,2.338183693,2.407345059,2.544881801,2.81737128,2.940187555,3.183725109,3.320705263,3.632649417,3.676262203,3.802053083,3.857809929,3.862842662,4.117173462,4.569817185,4.678051107,4.718621557,5.13710188,5.164698563,5.184541931,5.197704811,5.468813101,5.470203153,6.145415182,6.218296732,6.417505477,6.603012307,6.826640394,6.833150245,7.11569118,7.387359506,7.686368115,2.965084579,0,0.278540754,1.164455258,81.61666667,34.66666667
26,0.017710738,0.048001961,0.338759391,0.440205967,0.651101534,0.746374051,1.107792023,1.361758297,1.365229761,1.458722085,1.995510063,2.291793199,2.743058859,2.751419189,2.974338846,3.199233856,3.376683377,3.452162462,3.722855616,4.020779084,4.118127741,4.24744841,4.584299321,4.695293657,4.701568094,4.78614736,4.964263041,5.721561966,5.84941577,5.888718881,6.178787775,6.288574933,6.537953525,7.026604757,7.440779752,7.534035381,8.08994462,8.283448075,8.350734551,8.361388686,1.405891127,1,0.031859791,0.879223938,81.61666667,34.66666667
27,0.018799091,0.585396981,0.955567013,1.1009498,1.111366885,1.269434604,1.660998496,1.723417511,1.826315457,2.070900518,2.401944207,2.485799372,2.572449564,3.070324945,3.927115228,4.339323023,4.399202611,4.437647379,4.495994146,4.860969525,4.911743229,4.939452604,5.1037695,6.241891183,6.308933985,6.480771939,7.281636741,7.321515729,8.0962278,8.40874411,8.428487025,8.544719673,8.946535444,9.24873556,9.409113945,9.510331971,9.710179875,10.51078209,10.71741314,10.8230375,2.876661025,1,0.295975609,-0.413992037,81.61666667,34.66666667
28,0.194193545,0.237788833,0.248439016,0.283191609,0.346362246,0.354043546,0.764677203,1.199407694,1.793890935,1.884034904,1.957798269,2.263742517,2.312896734,2.43794948,2.670671863,2.68980876,2.791923991,2.981471342,3.133970314,3.339797191,3.363092467,3.44338866,3.596568002,3.699291262,4.335438638,4.351962378,4.393954956,4.498756351,4.700228981,5.139137727,5.189291774,5.457553207,5.618791625,5.808942246,5.811325729,5.858442469,6.065543503,6.070754652,6.178216419,6.451583861,3.351581068,1,0.683260817,1.9139075,81.61666667,34.66666667
29,0.01541706,0.043764095,0.291254381,0.319481177,0.35532405,0.371258177,0.542224917,1.012846745,1.142380676,1.664728765,1.70541956,1.864166005,1.962738919,2.374424769,2.66407591,3.156886564,3.51720637,3.543484517,4.447483421,4.538642873,4.870405465,4.966927318,4.999678684,5.227345685,5.284851421,6.185510972,7.223222349,7.444833216,7.574631215,7.595915686,7.658992335,7.934068876,7.976657244,8.027742741,8.271807316,8.866671337,8.889850284,9.932220849,10.04051898,10.0888292,3.378002254,0,0.396695173,-0.039704059,81.61666667,34.66666667
30,0.140306958,0.271784767,0.479542532,0.557765698,1.168591834,1.288033067,1.439729985,1.577936964,1.703531183,1.810240906,1.948798824,2.154048968,2.274184265,2.286701655,2.318065687,2.433739112,2.505460509,2.514491797,2.615845174,2.639697394,2.68428091,2.701689701,2.905971548,3.009352273,3.069677925,3.122674101,3.163793594,3.244640392,3.266784496,3.316093205,3.395316389,3.396386044,3.535623218,3.55510575,3.737332282,3.873169584,3.964838379,4.231957675,4.45496788,4.511739402,1.310196858,0,0.952894364,1.68922172,81.61666667,34.66666667
31,0.099162877,0.369088686,0.645266821,1.321183043,1.711296963,1.841840834,2.333866043,2.408718109,3.162923045,3.351078623,3.744443105,3.841030449,3.941091424,4.256081181,4.268636826,4.430163703,4.462187233,4.766431202,4.977602283,5.011642154,5.138564325,5.759272148,5.849567995,5.920209438,6.607444493,6.610647949,7.552046685,7.688034664,8.017559055,8.599556394,8.601166755,8.827315185,9.698256397,9.727199022,9.730297858,9.749809505,9.776444935,9.827808079,10.33229011,10.7163948,2.001859929,1,0.621775374,-0.277263317,81.61666667,34.66666667
32,0.342253014,0.371651828,0.540192905,0.609515867,0.836804389,1.472674196,1.824875865,1.860612389,1.992272755,2.846819926,3.566281754,3.786218071,3.786659619,4.149644739,5.358458407,5.511710663,5.680521729,7.233607331,7.479703023,8.388245965,8.845772871,8.88175361,9.232633914,9.338516431,9.546114904,10.66001269,10.9946434,12.45065294,12.62912599,12.66822412,13.68715981,14.54883407,14.91178318,15.60564094,15.65977092,15.80666445,15.92893895,16.12063597,16.50382767,17.09855068,2.55530306,0,0.31474672,-0.14300041,81.61666667,34.66666667
33,0.387354924,0.517947636,0.746055847,0.797076693,0.923125657,1.18517277,1.459696992,1.600959524,1.614533926,1.721877523,2.805941737,2.838806693,3.10691016,3.761510124,4.296590777,4.528780133,4.640811472,4.689207891,5.136664326,5.29323172,5.392453368,5.699846213,6.112635201,6.266814841,6.289994654,6.445793437,6.46784039,6.638293748,6.902755953,6.920099949,7.295231262,8.153607744,8.210874988,8.215135367,8.255450712,8.361071731,8.535886099,9.195462435,9.604598653,9.610988326,2.912594465,1,0.719601409,0.223554774,81.61666667,34.66666667
34,0.200399694,0.290749212,0.795247374,0.901613796,1.167129232,1.467429333,1.518861498,1.617907784,1.958754027,2.041895555,2.062903797,2.253801627,2.326282002,2.395090756,2.399921289,2.618473773,2.81295063,2.815424924,2.905322229,3.459210101,3.617120353,3.787815527,3.867666346,3.935416855,3.978842833,3.992612252,4.659017779,4.67946112,4.679977324,4.762477291,4.922184931,4.98352968,4.995629958,5.433113416,5.56224191,5.583048812,5.69046539,5.886014352,6.06354731,6.277921371,1.322801944,0,0.733977552,0.79003876,81.61666667,34.66666667
35,0.412464557,0.489883016,1.496129457,1.49672683,1.792229104,2.499403874,2.505869412,2.746868495,2.778449829,3.003598051,3.204018657,3.249942391,3.362579612,3.690397735,4.111459932,4.313523986,4.425594171,4.499946548,5.221118289,5.528474521,5.533624702,5.570973404,5.64337914,5.80998193,6.263798235,6.352314285,7.06896941,7.108403328,7.178852502,7.538048414,7.775396284,8.103740423,8.411585342,8.492454134,8.535088925,8.636795519,9.098745825,9.214219816,9.614697657,9.814660052,2.843072285,0,0.368611484,0.670617115,81.61666667,34.66666667
36,0.100851787,0.22469817,0.283951761,0.554627274,0.902071194,0.950555227,1.869935461,1.900926988,2.212369826,2.304780746,3.005679785,3.489531941,3.519313563,4.051728098,5.174866772,5.756002228,6.241786095,6.507385737,6.870627258,7.263434925,7.483821875,7.968996836,8.392075937,8.467872306,8.649747125,9.316251451,9.338334278,9.368983867,10.01067584,10.15571699,10.27037599,10.50070237,10.63471436,10.72184124,11.88677458,12.05494232,12.32523859,12.39380426,12.50891431,12.57813094,3.834552718,0,0.559187502,-0.281291167,81.61666667,34.66666667
37,0.185603811,0.229010017,0.517494095,0.555102689,0.931301433,1.414864384,1.487522283,1.694205884,1.838795488,2.010161704,2.011711889,2.071788623,2.432024706,2.477769098,2.949624413,3.110177028,3.172285687,3.409882769,3.484007445,3.56159316,3.755460712,3.818248282,4.019069444,5.824564554,6.109637772,6.143977683,6.19975122,6.708293696,7.045952274,7.124085706,7.275722193,7.531862729,7.702639779,8.195759366,8.443726162,8.963319466,9.263681945,9.694559206,9.702193095,9.707879915,2.426813029,1,0.435104457,-0.610941072,81.61666667,34.66666667
38,0.301745598,0.361074217,0.683510397,1.314086175,1.393438743,3.119816259,4.116300474,4.698093158,4.720086847,4.859082902,5.014964044,5.456452785,5.663856839,5.98657489,6.125675394,6.144959621,6.806386881,6.876614634,7.159589057,7.163122486,7.246113606,7.46291361,7.507389735,7.871502799,8.144425162,8.45891205,8.571559893,9.578262747,9.726647798,10.24541714,10.64225982,10.87596709,10.89733584,10.98826985,11.08455929,11.11203019,11.13008487,11.86148954,11.91858826,11.93252656,3.062229767,1,0.711654594,-0.718868844,81.61666667,34.66666667
39,0.010933507,0.179014082,0.671672229,0.82608726,1.402022463,1.592280082,1.618698691,1.942423268,2.196325471,3.450346112,3.453576387,3.525501648,3.551931605,3.881133244,3.902753622,3.970029561,4.501719042,5.159119412,5.537216358,5.58540921,5.848967366,5.858284875,6.045568378,6.062498649,6.649190284,6.972996813,7.442152858,7.716185861,7.996575212,8.166601196,8.524337735,8.651603834,8.830523934,9.153872704,9.526262774,9.673862257,9.702009024,10.41278569,10.69448022,10.77629986,1.152416411,1,0.448172258,-0.86540551,81.61666667,34.66666667
40,0.078672119,0.313538538,0.591892875,0.642927406,1.057406881,1.084713754,1.340516587,1.350704826,1.566214387,1.587119891,1.945643086,2.129468447,2.275391135,2.32325701,2.403662095,3.397887004,3.73770471,3.806794637,4.070855831,4.216386973,4.252009574,4.297005246,4.430800931,4.475630554,4.596334489,5.122218559,5.153627966,5.336511539,5.498428913,5.567309708,5.650791415,5.726834672,5.964629649,6.532117758,6.577613326,6.824298242,6.996943755,7.029830954,7.131812721,7.306751515,3.045719632,1,0.225235657,0.688427231,81.61666667,34.66666667
41,0.08842249,0.397564253,2.071967717,2.722320212,2.732442755,2.895564831,3.32754441,3.962581554,5.203910378,5.60473731,5.703937753,7.130199343,7.214304909,8.20258539,8.625893031,9.303248167,9.679481052,11.53998505,11.6903091,12.23213922,12.41207956,13.16185474,14.90617764,15.47436701,15.57862922,16.02424868,17.53945074,18.63544247,18.89127351,19.34321573,19.38790014,20.19457423,20.7731122,20.95038825,21.51668807,21.54542919,22.96910901,23.29298127,24.08013279,24.50212515,3.550750111,0,0.311165954,-1.0091902,81.61666667,34.66666667
42,0.017538116,0.112102291,0.410866254,0.786707305,1.024131375,1.196711079,1.356677572,1.556855314,2.678229116,2.837865595,2.8472351,2.994295209,3.123823366,3.2173957,3.846766466,3.939786389,3.99127198,4.322532491,4.419120187,4.783302879,5.187439601,6.380672487,6.526550912,6.528975664,6.788950361,6.819148535,6.910881424,6.920256446,6.924278305,6.997897329,7.277034659,7.317566586,7.785345071,8.383528404,8.445487634,8.554787478,8.607228705,8.749400789,9.512783657,9.855760215,3.508945508,1,0.200287251,-0.679748081,81.61666667,34.66666667
43,0.254323809,0.34720064,0.369308075,0.383313245,0.484859204,0.601443813,0.609797403,0.706133936,0.833339054,0.977663646,0.997173315,1.171345358,1.573336882,1.603061022,1.801796764,2.231372268,2.399152072,2.444227722,2.459720037,2.497501574,2.700394979,2.983873895,3.068827088,3.095962762,3.338074949,3.387569585,4.0552256,4.181058199,4.191991063,4.523011014,4.561725353,5.546192377,5.546334932,6.060579435,6.115442373,6.514105384,7.110904909,7.389558012,7.794598079,7.893628459,1.493917387,1,0.499633769,-0.292374682,81.61666667,34.66666667
44,0.535684229,1.73464533,1.921931536,2.024583043,2.572064343,2.732770284,3.488818345,3.909547976,4.554173263,5.283758953,5.37806271,5.638818621,6.283872947,7.055538459,7.183904999,7.467075556,7.907155672,7.969958807,8.049318673,8.283442817,8.389452976,8.555475573,8.768320982,9.139712441,10.05561451,10.56407198,10.57704325,10.80048367,11.0425509,11.34777655,11.38977565,11.85305813,11.94778634,12.37003731,12.39195432,13.85822844,13.87723455,14.08960404,14.1529566,14.80776239,3.723533243,1,0.135523077,-1.217887312,81.61666667,34.66666667
45,0.246971113,0.31225172,0.398850701,0.478661811,0.613249412,0.780747787,1.411628652,1.892954322,2.007172715,2.547811958,2.671358222,2.695678636,2.810341829,2.831938187,2.91872962,3.061229815,3.371372248,3.810706821,3.818828708,4.186803273,4.3966251,4.417175007,4.615902895,5.014752142,5.104968094,5.388514258,5.775320791,5.910032104,5.974127198,6.193008239,6.355798001,6.402771322,6.4387507,6.508752983,6.544793646,6.668208338,6.752257906,7.170875254,7.795968998,7.996073068,2.050648278,0,0.912633617,-0.106716014,81.61666667,34.66666667
46,0.204685715,0.357827168,0.797750771,0.854440481,1.256714051,1.355738921,1.58481509,1.989931724,2.262551946,2.347476112,2.926037775,2.944540857,3.06847313,3.084813979,3.521857144,3.567172872,3.646179797,3.656489361,4.406461322,4.520306879,5.369262749,5.909931616,5.987590464,6.0969796,6.4954286,6.522279125,6.702728053,6.742107308,6.846670691,6.922111647,6.937763488,7.355787367,7.529332148,7.553633575,7.678328906,7.715442262,7.96411018,8.628867127,8.844992502,9.215715888,3.136780363,0,0.081559911,1.292117096,81.61666667,34.66666667
47,0.196774664,0.648628237,0.72209896,0.836829346,0.876825228,1.317266576,1.370102204,1.696776585,1.983371842,2.429816723,2.445205169,2.519516933,3.272206216,3.339035453,3.645747721,4.008498007,4.011463992,4.125233836,4.188667297,4.195888237,4.252314929,4.328829732,4.956878999,4.999191791,5.006774809,5.374289049,5.397043951,5.655810763,6.190390592,6.562716097,6.590053893,6.725987656,6.87266182,7.207372086,8.124034596,8.144253472,8.249132174,8.549139626,9.165242977,9.256460555,1.673144053,1,0.983065209,-1.139491387,81.61666667,34.66666667
48,0.035828621,0.082160963,0.190651497,0.272961777,0.338226159,0.773739552,0.839471294,1.327751423,1.778525228,1.80546825,1.976920789,2.074098195,2.314978743,2.499709664,3.019956028,3.230092583,3.402312777,3.515184533,3.640818761,3.932675259,4.050659124,4.07887088,4.302056113,4.465287342,4.560498292,4.56235506,4.564800938,5.388910478,5.751367896,6.013860296,6.123983572,6.173185841,6.22910885,6.393013591,6.550970868,6.744504696,6.888191891,7.066719802,7.1906685,7.722018936,1.211187558,1,0.041692409,0.460854211,81.61666667,34.66666667
49,0.06221973,0.065913461,0.06820507,0.307630028,0.312138602,0.533178446,1.040531503,1.307635574,1.461311622,1.925848205,2.571188526,2.620790502,2.760949099,2.876712157,2.904064325,2.947840809,3.127025981,3.509340583,3.614392296,3.648957373,3.714303823,3.913576923,4.141884271,4.158000329,4.208835743,4.310228728,4.31953167,4.451813391,4.508088119,4.591645034,4.63757454,4.771338589,4.85320781,5.175392144,5.361993878,5.407299766,5.619124817,5.62266608,5.828493392,5.901745932,1.609852715,0,0.292719529,1.511195828,81.61666667,34.66666667
